id,id_questao_origem,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,ha_imagem,comentario,simulado_numero
287,[203129],Produtos e Investimentos,Considerando as aﬁrmativas a seguir: I – A TR (Taxa Referencial) é utilizada nas operações de ﬁnanciamento de longo prazo do BNDES (Banco Nacional de Desenvolvimento Econômico e Social). II – O IGP-M é um índice de inﬂação que apresenta maior impacto quando ocorrem mudanças nos preços do atacado. III – A taxa DI de um dia é calculada a partir das operações compromissadas de um dia lastreadas em títulos públicos federais. Está correto o que se aﬁrma apenas em:,I.,II.,II e III.,"I, II, III.",C,NAO,,5
288,[203148],Mercado Financeiro e Economia,"Em um regime de câmbio ﬂexível ou ﬂutuante, como o adotado pelo Brasil, uma valorização do Real pode ser gerada por I – um aumento na taxa básica de juros brasileira. II – um aumento da aversão ao risco dos ativos brasileiros. III – um aumento nos juros norte-americanos. IV – uma redução nos gastos de brasileiros no exterior. Está correto o que se aﬁrma apenas em",II e III.,"I, III e IV.","I, II e IV.",I e IV.,B,NAO,,5
289,[203156],Produtos e Investimentos,"O aumento das reservas internacionais de um país, ao ﬁnal de um determinado período, pode ocorrer:","pelo saldo superavitário das contas capital e ﬁnanceira, apenas.",pelo saldo superavitário dos Ativos de reserva da conta ﬁnanceira e do balanço de pagamentos.,pela manutenção da moeda nacional desvalorizada ao longo do período e pelo saldo superavitário em transações corrente.,pela manutenção da moeda nacional valorizada ao longo do período e pelo saldo superavitário das contas capital e ﬁnanceira.,D,NAO,,5
290,[302207],Produtos e Investimentos,"Um investidor deseja obter uma renda mensal vitalícia a valores de hoje, de R$ 2.000,00. Considerando as aplicações ﬁnanceiras rendem 1,20% a.m e que a taxa de inﬂação esperada será de 0,50% a.m, para que este investidor possa atingir este objetivo ele deverá acumular o valor aproximado de:","R$ 100.000,00","R$ 117.647,00","R$ 166.667,00","R$ 285.715,00 74",B,NAO,,5
291,[302263],Mercado Financeiro e Economia,"Rafael deseja fazer um ﬁnanciamento imobiliário e analisou duas propostas: uma pela tabela SAC e a outra pela tabela Price. Essas propostas possuem taxa de juros na modalidade preﬁxada iguais, além de prazos e valores também iguais. Desta forma, um proﬁssional poderia informar ao Rafael que: I – Optando pela tabela SAC, a prestação inicial será maior e os valores pagos de juros serão decrescentes ao longo do tempo. II – Optando pela tabela Price, a prestação será constante e a amortização do principal será crescente ao longo do tempo. III – O Total de juros pagos será o mesmo, independente do sistema escolhido. Está correto o que se aﬁrma em:","I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",D,NAO,,5
292,[302367],Produtos e Investimentos,"Um investidor aplicou R$ 200.000,00 em um título de renda ﬁxa pós-ﬁxado e efetuou os seguintes resgates líquidos, de acordo com a tabela abaixo:","14,30% a.a","31,37% a.a","19,93% a.a","22,71% a.a",B,SIM,,5
293,[204124],Sistema Financeiro e Regulação,Os índices da ANBIMA são carteiras compostas de títulos públicos que servem como referência para o segmento de renda ﬁxa e podemos aﬁrmar que: I – IMA-B é indexado ao IPCA. II – IMA-S é indexado a Selic. III – IRF-M é indexado aos preﬁxados. IV – IDKa é indexado ao IGP-M. Está correto o que se aﬁrma em:,"I e II, apenas.","III e IV, apenas.","I, II e III, apenas.","I, II, III e IV. 75",C,NAO,,5
294,[303501],Produtos e Investimentos,"Seu cliente o procura dizendo que pretende realizar aplicações no exterior. Você indica os títulos do Tesouro Norte Americano. Seu cliente então decide por investir em dois tipos de títulos. O primeiro será do tipo que não paga cupom e o segundo será em um tipo que protege da inﬂação. Em quais títulos, respectivamente, seu cliente investirá?",T-BILLS e TIPS,T-BILLS e T-BONDS,T-NOTES e T-BONDS,T-NOTES e TIPS,C,NAO,,5
295,[207211],"Análise, Planejamento e Gestão",O aumento da duration de Macaulay de uma carteira de investimentos tem como consequência direta:,Uma diminuição do risco de crédito dos títulos que compõe a carteira.,Um aumento do risco de crédito dos títulos que compõe a carteira.,Uma diminuição da sua sensibilidade a mudanças nas taxas de juros.,Um aumento da sua sensibilidade a mudanças nas taxas de juros. 76,A,NAO,,5
296,[302339],Produtos e Investimentos,"Com base nas informações disponíveis no Demonstrativo do Resultado do Exercício (DRE) e da Nota Explicativa (NE) abaixo (apresentada em mil), podemos aﬁrmar que o EBITDA de 2019 da empresa RTORO Education S/A foi de:","R$ 204.000,00","R$ 206.000,00","R$ 204.000.000,00","R$ 206.000.000,00",D,SIM,,5
297,[104216-A],Produtos e Investimentos,"Nas empresas de capital aberto, as ações",podem ser negociadas sob a forma de units.,negociadas em bolsa não têm risco de liquidez.,"possuem uma única forma de remuneração, os dividendos.",ordinárias têm prioridade na distribuição dos dividendos. 77,D,NAO,,5
298,[204299],Produtos e Investimentos,"A quantidade de valores mobiliários a ser distribuída pode, a critério do ofertante e sem a necessidade de novo requerimento de registro ou de modiﬁcação dos termos da oferta, ser aumentada, até um montante:","ilimitado, nas ofertas destinadas exclusivamente a investidores proﬁssionais.",cujo lote adicional não exceda em 15% a quantidade inicialmente requerida.,"de 25%, por outorga do emissor aos coordenadores, para o serviço de estabilização de preços dos valores mobiliários objeto da oferta.","ilimitado, caso divulgada a especiﬁcação da destinação dos recursos adicionais captados.",A,NAO,,5
299,[204203-A],Produtos e Investimentos,A preciﬁcação de ações baseada na análise técnica utiliza,dados conjunturais e projeções de resultados da empresa.,a proporção das ações na carteira teórica do Índice Bovespa.,a interpretação de gráﬁcos de volumes e preços negociados historicamente.,condições de oferta e demanda de bens e serviços da empresa.,A,NAO,,5
300,[303451],Produtos e Investimentos,"Victório, investidor qualiﬁcado, comprou ações de diversas empresas na bolsa de valores no Brasil. Certo dia, ele analisando o extrato mensal da corretora por onde ele investe, percebeu que havia R$ 300,00 em conta corrente que surgiu de um pagamento de JCP. Desta forma, podemos aﬁrmar que o valor bruto da JCP foi de:","R$ 300,00","R$ 345,00","R$ 352,94","R$ 360,00",C,NAO,,5
301,[204343],Mercado Financeiro e Economia,"Sobre as margens de garantia, é correto aﬁrmar que:","O SELIC, Clearing House da B3, as administra.",A B3 se apropria das margens de garantia após a liquidação do contrato.,A B3 devolve ao participante a margem de garantia inicial depositada por este quando do encerramento da posição.,"O SELIC, Clearing House dos títulos privados, as devolve ao cliente quando a posição do cliente é encerrada",C,NAO,,5
302,[204392],Mercado Financeiro e Economia,"Uma empresa brasileira do setor de Metalurgia, que está ampliando suas atividades no mercado nacional, adquiriu cinco máquinas de uma empresa norte- americana. O total gasto na compra das cinco máquinas foi de U$$ 500.000,00 e o pagamento está previsto para ser feito em oito meses. Com receio de pagar um valor alto na data do pagamento por causa da oscilação cambial, a empresa brasileira procura um consultor de investimentos para entender a melhor forma para proteção do capital investido. Avaliando a situação, o consultor de investimentos recomendou a",compra de uma opção de venda de dólar.,compra de um Non Deliverable Forward (NDF) de dólar.,compra de Americans Depositary Receipts (ADRs).,venda de dólar futuro. 78,C,NAO,,5
303,[303337],Produtos e Investimentos,"Um gestor adquiriu opções de compra europeias sobre 5.000 ações de uma determinada empresa, com vencimento em dois meses, pagando o prêmio de R$ 1,10 por opção. O preço da ação na data da aquisição das opções era de R$ 21,00 e as opções adquiridas estavam at the Money. Na data de vencimento das opções, a ação era negociada no mercado a R$ 25,00. Se o gestor exerceu as opções e, ao mesmo tempo, vendeu as ações ao preço de mercado, seu ganho total na operação, desconsiderando o valor do dinheiro no tempo, foi de","R$ 14.500,00","R$ 20.000,00","R$ 12.500,00","R$ 22.000,00",B,NAO,,5
304,[303442],Produtos e Investimentos,"Pedro adquiriu ações no exterior através de uma remessa de R$ 100.000,00 com a cotação de R$ 4,00 por dólar. Tempos depois, ele decidiu vender por 40 mil dólares, metade destas ações adquiridas. Desta forma, sabendo que a cotação vigente na venda das ações, o dólar foi cotado a R$ 3,90 e que Pedro não repatriou este valor, o imposto de renda devido por ele é de:","R$ 8.400,00","R$ 15.900,00","R$ 29.150,00.","Isento de imposto de renda, já que não houve a repatriação do dinheiro.",A,NAO,,5
305,[303450],Produtos e Investimentos,"Um investidor pessoa natural, residente e domiciliado no Brasil, realiza uma operação de compra de opção de compra de dólar. Após 90 dias, ele exerce seu direito, obtendo um ganho líquido de R$ 100.000,00 na transação. Neste caso, o imposto de renda devido é de:","R$ 15.000,00","R$ 20.000,00","R$ 27.500,00","Isento de imposto de renda, vide que ele é um investidor natural.",B,NAO,,5
306,[101240],Produtos e Investimentos,"A B3 é uma das principais empresas de infraestrutura de mercado ﬁnanceiro no mundo, com atuação em ambiente de bolsa e de balcão. Ela é uma sociedade de capital aberto – cujas ações (B3SA3) são negociadas no Novo Mercado, sendo uma das maiores em valor de mercado, com posição global de destaque. Dentre as alternativas abaixo, está correto que a B3:",Faz a custódia e liquidação de ativos físicos e valores mobiliários.,Mitiga o risco de volatilidade dos títulos privados.,"Participa da estruturação do processo de emissão, subscrição para revenda e distribuição de títulos e valores mobiliários.",Valida a veracidade dos títulos públicos e das condições de compra. 79,A,NAO,,5
307,[105122],Sistema Financeiro e Regulação,"Com relação ao regulamento, podemos aﬁrmar que: I – Pode dispor sobre a política de investimentos. II – Pode dispor sobre a responsabilidade, bem como parâmetros de sua aferição, perante o fundo e entre si. III – Deve dispor sobre o prazo de duração, que pode ser indeterminado. IV – Deve dispor sobre a identiﬁcação e qualiﬁcação dos prestadores de serviços, com informação sobre os seus registros na CVM. Está correto o que se aﬁrma em:","I e II, apenas.","II e III, apenas.","III e IV, apenas.","I, II, III e IV.",A,NAO,,5
308,[105136],Produtos e Investimentos,Em relação ao “Termo de Adesão” podemos aﬁrmar que:,"ao assinar, o cotista declara que irá ler o regulamento, o anexo da classe investida e a apêndice da subclasse investida, se houver.","é obrigatório a todos os fundos, exceto aos tipiﬁcados como renda ﬁxa curto prazo.","ao assinar, o cotista declara que é um investidor qualiﬁcado com aplicações ﬁnanceiras superiores a R$ 1.000.000,00, podendo, desta forma, realizar aportes em fundos de investimentos especíﬁcos.","ao assinar o devido termo, o cotista atesta que teve acesso ao inteiro teor do regulamento e que tem ciência dos fatores de risco relativos à classe ou subclasse de cotas, não havendo qualquer garantia contra eventuais perdas patrimoniais que possam ser incorridas pela classe de cotas.",C,NAO,,5
309,[105165],Produtos e Investimentos,"Quatro investidores pessoas físicas realizaram aplicações e resgates na mesma classe de um Fundo de Investimentos em Ações, conforme tabela abaixo:",A foi maior do que B e C.,C foi menor do que B e D.,B foi igual a D.,C foi igual a B e D.,D,SIM,,5
310,[105336],Produtos e Investimentos,"Em relação aos limites de concentração por emissor, a classe de um fundo de investimento renda ﬁxa poderá aplicar o percentual máximo do seu patrimônio líquido em títulos de instituições ﬁnanceiras e em títulos de companhias abertas, respectivamente:",10% e 20%,15% e 10%,20% e 10%,20% e 20% 80,C,NAO,,5
311,[207222],Produtos e Investimentos,"Rafael investe em um fundo de Small Caps. Desta forma, quais os riscos que ele está incorrendo?","Risco de Crédito, Risco de Mercado e Risco de Liquidez.",Risco de Crédito e Risco de Mercado.,Risco de Mercado e Risco de Liquidez.,Somente Risco de Mercado.,C,NAO,,5
312,[205309-A],Produtos e Investimentos,"Um Fundo de Investimento que oferece diversiﬁcação, facilidade no balanceamento da carteira, possui cotas negociadas na Bolsa de Valores e é constituído sob a forma de regime aberto é o",Fundo de Investimento imobiliário (FII).,Exchange Traded Funds (ETFs).,Fundo de Investimento em Participações (FIP).,Fundo de investimento em Direito Creditório (FIDC).,C,NAO,,5
